%Data collected from Android phone

@RELATION phone

%Battery
@ATTRIBUTE Batt_Voltage  		NUMERIC
@ATTRIBUTE Batt_Temp  			NUMERIC
@ATTRIBUTE Batt_Percent_Level   NUMERIC

%Network
@ATTRIBUTE Local_TX_Packet_Delta	NUMERIC
@ATTRIBUTE Local_TX_Byte_Delta   	NUMERIC
@ATTRIBUTE Local_RX_Packet_Delta  	NUMERIC
@ATTRIBUTE Local_RX_Byte_Delta   	NUMERIC
@ATTRIBUTE Mobile_TX_Packet_Delta  	NUMERIC
@ATTRIBUTE Mobile_TX_Byte_Delta   	NUMERIC
@ATTRIBUTE Mobile_RX_Packet_Delta  	NUMERIC
@ATTRIBUTE Mobile_RX_Byte_Delta   	NUMERIC

%Memory
@ATTRIBUTE Memory_Available  	NUMERIC
@ATTRIBUTE Memory_Percentage   	NUMERIC

%CPU
@ATTRIBUTE Load_Avg_1_min	NUMERIC
@ATTRIBUTE Load_Avg_5_min  	NUMERIC
@ATTRIBUTE Load_Avg_15_min  NUMERIC
@ATTRIBUTE Running_Entities	NUMERIC
@ATTRIBUTE Total_Entities   NUMERIC

@ATTRIBUTE Class        {Normal,?}


@DATA
3679,291,0.23,0,984343,0,0,0,0,0,0,147,0.18614279,1.11,1.46,1.78,1,977,?
3688,286,0.23,0,984343,0,0,0,0,0,0,147,0.1858418,1.1,1.44,1.77,1,977,?
3688,286,0.23,0,984343,0,0,0,0,0,0,147,0.18568884,1.16,1.44,1.77,1,977,?
3688,286,0.23,0,984343,0,0,0,0,0,0,146,0.18553588,1.14,1.43,1.76,1,977,?
3688,286,0.23,0,984343,72,25740,0,0,0,0,146,0.18550134,1.12,1.41,1.75,1,977,?
3688,286,0.23,0,984343,10,3106,0,0,0,0,147,0.1860885,1.32,1.45,1.76,2,977,?
3688,286,0.23,0,984343,36,9760,0,0,0,0,147,0.18619706,1.27,1.43,1.75,1,972,?
3686,282,0.23,20,986255,99,34339,0,0,0,0,146,0.18539771,1.38,1.45,1.75,2,974,?
3686,282,0.23,18,988732,22,3126,0,0,0,0,141,0.17904247,1.39,1.45,1.75,1,994,?
3686,282,0.23,0,988732,0,0,0,0,0,0,141,0.17904247,1.48,1.47,1.75,1,994,?
3686,282,0.23,0,988732,0,0,0,0,0,0,141,0.17887963,1.41,1.46,1.75,1,994,?
3686,282,0.23,0,988732,0,0,0,0,0,0,141,0.17880069,1.42,1.46,1.74,1,994,?
3686,282,0.23,0,988732,0,0,0,0,0,0,141,0.17867734,1.36,1.44,1.74,1,994,?
3685,278,0.23,0,988732,0,0,0,0,0,0,141,0.17866747,1.52,1.48,1.74,1,994,?
3685,278,0.23,0,988732,0,0,0,0,0,0,141,0.17926945,1.44,1.46,1.74,1,994,?
3685,278,0.23,0,988732,0,0,0,0,0,0,141,0.17928424,1.38,1.45,1.73,1,994,?
3685,278,0.23,0,988732,0,0,0,0,0,0,141,0.17926945,1.64,1.5,1.74,1,994,?
3685,278,0.23,0,988732,0,0,0,0,0,0,141,0.17912635,1.76,1.53,1.75,1,994,?
3685,278,0.23,0,988732,0,0,0,0,0,0,141,0.17907207,1.64,1.51,1.74,1,994,?
3684,276,0.23,0,988732,0,0,0,0,0,0,140,0.17696516,1.59,1.5,1.74,1,998,?
3684,276,0.23,0,988732,0,0,0,0,0,0,140,0.17761648,1.65,1.52,1.74,1,995,?
3684,276,0.23,0,988732,0,0,0,0,0,0,140,0.17761648,1.7,1.54,1.74,1,995,?
